CAR_ID,CAR_NAME,CAR_MAKER,CAR_MAKE_YEAR,CAR_PRICE
A000000500,Sports Car,Honda,2021,92697
A000000501,SUV,Ford,2011,78563
A000000502,Pickup,Honda,2000,93815
A000000503,Hybrid,Audi,1992,67389
A000000504,Sports Car,Toyota,1999,91611
A000000505,Coupe,Ford,2012,78837
A000000506,Convertible,Honda,2020,83563
A000000507,SUV,Tesla,2024,97873
A000000508,Electric,Chevrolet,2010,55027
A000000509,Van,Hyundai,1997,88556
A000000510,Sports Car,Honda,2021,92697
A000000511,SUV,Ford,2011,78563
A000000512,Pickup,Honda,2000,93815
A000000513,Hybrid,Audi,1992,67389
A000000514,Sports Car,Toyota,1999,91611
A000000515,Coupe,Ford,2012,78837
A000000516,Convertible,Honda,2020,83563
A000000517,SUV,Tesla,2024,97873
A000000518,Electric,Chevrolet,2010,55027
A000000519,Van,Hyundai,1997,88556
A000000520,Sports Car,Honda,2021,92697
A000000521,SUV,Ford,2011,78563
A000000522,Pickup,Honda,2000,93815
A000000523,Hybrid,Audi,1992,67389
A000000524,Sports Car,Toyota,1999,91611
A000000525,Coupe,Ford,2012,78837
A000000526,Convertible,Honda,2020,83563
A000000527,SUV,Tesla,2024,97873
A000000528,Electric,Chevrolet,2010,55027
A000000529,Van,Hyundai,1997,88556
A000000530,Sports Car,Honda,2021,92697
A000000531,SUV,Ford,2011,78563
A000000532,Pickup,Honda,2000,93815
A000000533,Hybrid,Audi,1992,67389
A000000534,Sports Car,Toyota,1999,91611
A000000535,Coupe,Ford,2012,78837
A000000536,Convertible,Honda,2020,83563
A000000537,SUV,Tesla,2024,97873
A000000538,Electric,Chevrolet,2010,55027
A000000539,Van,Hyundai,1997,88556
A000000540,Sports Car,Honda,2021,92697
A000000541,SUV,Ford,2011,78563
A000000542,Pickup,Honda,2000,93815
A000000543,Hybrid,Audi,1992,67389
A000000544,Sports Car,Toyota,1999,91611
A000000545,Coupe,Ford,2012,78837
A000000546,Convertible,Honda,2020,83563
A000000547,SUV,Tesla,2024,97873
A000000548,Electric,Chevrolet,2010,55027
A000000549,Van,Hyundai,1997,88556
A000000550,Sports Car,Honda,2021,92697
A000000551,SUV,Ford,2011,78563
A000000552,Pickup,Honda,2000,93815
A000000553,Hybrid,Audi,1992,67389
A000000554,Sports Car,Toyota,1999,91611
A000000555,Coupe,Ford,2012,78837
A000000556,Convertible,Honda,2020,83563
A000000557,SUV,Tesla,2024,97873
A000000558,Electric,Chevrolet,2010,55027
A000000559,Van,Hyundai,1997,88556
A000000560,Sports Car,Honda,2021,92697
A000000561,SUV,Ford,2011,78563
A000000562,Pickup,Honda,2000,93815
A000000563,Hybrid,Audi,1992,67389
A000000564,Sports Car,Toyota,1999,91611
A000000565,Coupe,Ford,2012,78837
A000000566,Convertible,Honda,2020,83563
A000000567,SUV,Tesla,2024,97873
A000000568,Electric,Chevrolet,2010,55027
A000000569,Van,Hyundai,1997,88556
A000000570,Sports Car,Honda,2021,92697
A000000571,SUV,Ford,2011,78563
A000000572,Pickup,Honda,2000,93815
A000000573,Hybrid,Audi,1992,67389
A000000574,Sports Car,Toyota,1999,91611
A000000575,Coupe,Ford,2012,78837
A000000576,Convertible,Honda,2020,83563
A000000577,SUV,Tesla,2024,97873
A000000578,Electric,Chevrolet,2010,55027
A000000579,Van,Hyundai,1997,88556
A000000580,Sports Car,Honda,2021,92697
A000000581,SUV,Ford,2011,78563
A000000582,Pickup,Honda,2000,93815
A000000583,Hybrid,Audi,1992,67389
A000000584,Sports Car,Toyota,1999,91611
A000000585,Coupe,Ford,2012,78837
A000000586,Convertible,Honda,2020,83563
A000000587,SUV,Tesla,2024,97873
A000000588,Electric,Chevrolet,2010,55027
A000000589,Van,Hyundai,1997,88556
A000000590,Sports Car,Honda,2021,92697
A000000591,SUV,Ford,2011,78563
A000000592,Pickup,Honda,2000,93815
A000000593,Hybrid,Audi,1992,67389
A000000594,Sports Car,Toyota,1999,91611
A000000595,Coupe,Ford,2012,78837
A000000596,Convertible,Honda,2020,83563
A000000597,SUV,Tesla,2024,97873
A000000598,Electric,Chevrolet,2010,55027
A000000599,Van,Hyundai,1997,88556
A000000600,Sports Car,Honda,2021,92697
A000000601,SUV,Ford,2011,78563
A000000602,Pickup,Honda,2000,93815
A000000603,Hybrid,Audi,1992,67389
A000000604,Sports Car,Toyota,1999,91611
A000000605,Coupe,Ford,2012,78837
A000000606,Convertible,Honda,2020,83563
A000000607,SUV,Tesla,2024,97873
A000000608,Electric,Chevrolet,2010,55027
A000000609,Van,Hyundai,1997,88556
A000000610,Sports Car,Honda,2021,92697
A000000611,SUV,Ford,2011,78563
A000000612,Pickup,Honda,2000,93815
A000000613,Hybrid,Audi,1992,67389
A000000614,Sports Car,Toyota,1999,91611
A000000615,Coupe,Ford,2012,78837
A000000616,Convertible,Honda,2020,83563
A000000617,SUV,Tesla,2024,97873
A000000618,Electric,Chevrolet,2010,55027
A000000619,Van,Hyundai,1997,88556
A000000620,Sports Car,Honda,2021,92697
A000000621,SUV,Ford,2011,78563
A000000622,Pickup,Honda,2000,93815
A000000623,Hybrid,Audi,1992,67389
A000000624,Sports Car,Toyota,1999,91611
A000000625,Coupe,Ford,2012,78837
A000000626,Convertible,Honda,2020,83563
A000000627,SUV,Tesla,2024,97873
A000000628,Electric,Chevrolet,2010,55027
A000000629,Van,Hyundai,1997,88556
A000000630,Sports Car,Honda,2021,92697
A000000631,SUV,Ford,2011,78563
A000000632,Pickup,Honda,2000,93815
A000000633,Hybrid,Audi,1992,67389
A000000634,Sports Car,Toyota,1999,91611
A000000635,Coupe,Ford,2012,78837
A000000636,Convertible,Honda,2020,83563
A000000637,SUV,Tesla,2024,97873
A000000638,Electric,Chevrolet,2010,55027
A000000639,Van,Hyundai,1997,88556
A000000640,Sports Car,Honda,2021,92697
A000000641,SUV,Ford,2011,78563
A000000642,Pickup,Honda,2000,93815
A000000643,Hybrid,Audi,1992,67389
A000000644,Sports Car,Toyota,1999,91611
A000000645,Coupe,Ford,2012,78837
A000000646,Convertible,Honda,2020,83563
A000000647,SUV,Tesla,2024,97873
A000000648,Electric,Chevrolet,2010,55027
A000000649,Van,Hyundai,1997,88556
A000000650,Sports Car,Honda,2021,92697
A000000651,SUV,Ford,2011,78563
A000000652,Pickup,Honda,2000,93815
A000000653,Hybrid,Audi,1992,67389
A000000654,Sports Car,Toyota,1999,91611
A000000655,Coupe,Ford,2012,78837
A000000656,Convertible,Honda,2020,83563
A000000657,SUV,Tesla,2024,97873
A000000658,Electric,Chevrolet,2010,55027
A000000659,Van,Hyundai,1997,88556
A000000660,Sports Car,Honda,2021,92697
A000000661,SUV,Ford,2011,78563
A000000662,Pickup,Honda,2000,93815
A000000663,Hybrid,Audi,1992,67389
A000000664,Sports Car,Toyota,1999,91611
A000000665,Coupe,Ford,2012,78837
A000000666,Convertible,Honda,2020,83563
A000000667,SUV,Tesla,2024,97873
A000000668,Electric,Chevrolet,2010,55027
A000000669,Van,Hyundai,1997,88556
A000000670,Sports Car,Honda,2021,92697
A000000671,SUV,Ford,2011,78563
A000000672,Pickup,Honda,2000,93815
A000000673,Hybrid,Audi,1992,67389
A000000674,Sports Car,Toyota,1999,91611
A000000675,Coupe,Ford,2012,78837
A000000676,Convertible,Honda,2020,83563
A000000677,SUV,Tesla,2024,97873
A000000678,Electric,Chevrolet,2010,55027
A000000679,Van,Hyundai,1997,88556
A000000680,Sports Car,Honda,2021,92697
A000000681,SUV,Ford,2011,78563
A000000682,Pickup,Honda,2000,93815
A000000683,Hybrid,Audi,1992,67389
A000000684,Sports Car,Toyota,1999,91611
A000000685,Coupe,Ford,2012,78837
A000000686,Convertible,Honda,2020,83563
A000000687,SUV,Tesla,2024,97873
A000000688,Electric,Chevrolet,2010,55027
A000000689,Van,Hyundai,1997,88556
A000000690,Sports Car,Honda,2021,92697
A000000691,SUV,Ford,2011,78563
A000000692,Pickup,Honda,2000,93815
A000000693,Hybrid,Audi,1992,67389
A000000694,Sports Car,Toyota,1999,91611
A000000695,Coupe,Ford,2012,78837
A000000696,Convertible,Honda,2020,83563
A000000697,SUV,Tesla,2024,97873
A000000698,Electric,Chevrolet,2010,55027
A000000699,Van,Hyundai,1997,88556
A000000700,Sports Car,Honda,2021,92697
A000000701,SUV,Ford,2011,78563
A000000702,Pickup,Honda,2000,93815
A000000703,Hybrid,Audi,1992,67389
A000000704,Sports Car,Toyota,1999,91611
A000000705,Coupe,Ford,2012,78837
A000000706,Convertible,Honda,2020,83563
A000000707,SUV,Tesla,2024,97873
A000000708,Electric,Chevrolet,2010,55027
A000000709,Van,Hyundai,1997,88556
A000000710,Sports Car,Honda,2021,92697
A000000711,SUV,Ford,2011,78563
A000000712,Pickup,Honda,2000,93815
A000000713,Hybrid,Audi,1992,67389
A000000714,Sports Car,Toyota,1999,91611
A000000715,Coupe,Ford,2012,78837
A000000716,Convertible,Honda,2020,83563
A000000717,SUV,Tesla,2024,97873
A000000718,Electric,Chevrolet,2010,55027
A000000719,Van,Hyundai,1997,88556
A000000720,Sports Car,Honda,2021,92697
A000000721,SUV,Ford,2011,78563
A000000722,Pickup,Honda,2000,93815
A000000723,Hybrid,Audi,1992,67389
A000000724,Sports Car,Toyota,1999,91611
A000000725,Coupe,Ford,2012,78837
A000000726,Convertible,Honda,2020,83563
A000000727,SUV,Tesla,2024,97873
A000000728,Electric,Chevrolet,2010,55027
A000000729,Van,Hyundai,1997,88556
A000000730,Sports Car,Honda,2021,92697
A000000731,SUV,Ford,2011,78563
A000000732,Pickup,Honda,2000,93815
A000000733,Hybrid,Audi,1992,67389
A000000734,Sports Car,Toyota,1999,91611
A000000735,Coupe,Ford,2012,78837
A000000736,Convertible,Honda,2020,83563
A000000737,SUV,Tesla,2024,97873
A000000738,Electric,Chevrolet,2010,55027
A000000739,Van,Hyundai,1997,88556
A000000740,Sports Car,Honda,2021,92697
A000000741,SUV,Ford,2011,78563
A000000742,Pickup,Honda,2000,93815
A000000743,Hybrid,Audi,1992,67389
A000000744,Sports Car,Toyota,1999,91611
A000000745,Coupe,Ford,2012,78837
A000000746,Convertible,Honda,2020,83563
A000000747,SUV,Tesla,2024,97873
A000000748,Electric,Chevrolet,2010,55027
A000000749,Van,Hyundai,1997,88556
A000000750,Sports Car,Honda,2021,92697
A000000751,SUV,Ford,2011,78563
A000000752,Pickup,Honda,2000,93815
A000000753,Hybrid,Audi,1992,67389
A000000754,Sports Car,Toyota,1999,91611
A000000755,Coupe,Ford,2012,78837
A000000756,Convertible,Honda,2020,83563
A000000757,SUV,Tesla,2024,97873
A000000758,Electric,Chevrolet,2010,55027
A000000759,Van,Hyundai,1997,88556
A000000760,Sports Car,Honda,2021,92697
A000000761,SUV,Ford,2011,78563
A000000762,Pickup,Honda,2000,93815
A000000763,Hybrid,Audi,1992,67389
A000000764,Sports Car,Toyota,1999,91611
A000000765,Coupe,Ford,2012,78837
A000000766,Convertible,Honda,2020,83563
A000000767,SUV,Tesla,2024,97873
A000000768,Electric,Chevrolet,2010,55027
A000000769,Van,Hyundai,1997,88556
A000000770,Sports Car,Honda,2021,92697
A000000771,SUV,Ford,2011,78563
A000000772,Pickup,Honda,2000,93815
A000000773,Hybrid,Audi,1992,67389
A000000774,Sports Car,Toyota,1999,91611
A000000775,Coupe,Ford,2012,78837
A000000776,Convertible,Honda,2020,83563
A000000777,SUV,Tesla,2024,97873
A000000778,Electric,Chevrolet,2010,55027
A000000779,Van,Hyundai,1997,88556
A000000780,Sports Car,Honda,2021,92697
A000000781,SUV,Ford,2011,78563
A000000782,Pickup,Honda,2000,93815
A000000783,Hybrid,Audi,1992,67389
A000000784,Sports Car,Toyota,1999,91611
A000000785,Coupe,Ford,2012,78837
A000000786,Convertible,Honda,2020,83563
A000000787,SUV,Tesla,2024,97873
A000000788,Electric,Chevrolet,2010,55027
A000000789,Van,Hyundai,1997,88556
A000000790,Sports Car,Honda,2021,92697
A000000791,SUV,Ford,2011,78563
A000000792,Pickup,Honda,2000,93815
A000000793,Hybrid,Audi,1992,67389
A000000794,Sports Car,Toyota,1999,91611
A000000795,Coupe,Ford,2012,78837
A000000796,Convertible,Honda,2020,83563
A000000797,SUV,Tesla,2024,97873
A000000798,Electric,Chevrolet,2010,55027
A000000799,Van,Hyundai,1997,88556
A000000800,Sports Car,Honda,2021,92697
A000000801,SUV,Ford,2011,78563
A000000802,Pickup,Honda,2000,93815
A000000803,Hybrid,Audi,1992,67389
A000000804,Sports Car,Toyota,1999,91611
A000000805,Coupe,Ford,2012,78837
A000000806,Convertible,Honda,2020,83563
A000000807,SUV,Tesla,2024,97873
A000000808,Electric,Chevrolet,2010,55027
A000000809,Van,Hyundai,1997,88556
A000000810,Sports Car,Honda,2021,92697
A000000811,SUV,Ford,2011,78563
A000000812,Pickup,Honda,2000,93815
A000000813,Hybrid,Audi,1992,67389
A000000814,Sports Car,Toyota,1999,91611
A000000815,Coupe,Ford,2012,78837
A000000816,Convertible,Honda,2020,83563
A000000817,SUV,Tesla,2024,97873
A000000818,Electric,Chevrolet,2010,55027
A000000819,Van,Hyundai,1997,88556
A000000820,Sports Car,Honda,2021,92697
A000000821,SUV,Ford,2011,78563
A000000822,Pickup,Honda,2000,93815
A000000823,Hybrid,Audi,1992,67389
A000000824,Sports Car,Toyota,1999,91611
A000000825,Coupe,Ford,2012,78837
A000000826,Convertible,Honda,2020,83563
A000000827,SUV,Tesla,2024,97873
A000000828,Electric,Chevrolet,2010,55027
A000000829,Van,Hyundai,1997,88556
A000000830,Sports Car,Honda,2021,92697
A000000831,SUV,Ford,2011,78563
A000000832,Pickup,Honda,2000,93815
A000000833,Hybrid,Audi,1992,67389
A000000834,Sports Car,Toyota,1999,91611
A000000835,Coupe,Ford,2012,78837
A000000836,Convertible,Honda,2020,83563
A000000837,SUV,Tesla,2024,97873
A000000838,Electric,Chevrolet,2010,55027
A000000839,Van,Hyundai,1997,88556
A000000840,Sports Car,Honda,2021,92697
A000000841,SUV,Ford,2011,78563
A000000842,Pickup,Honda,2000,93815
A000000843,Hybrid,Audi,1992,67389
A000000844,Sports Car,Toyota,1999,91611
A000000845,Coupe,Ford,2012,78837
A000000846,Convertible,Honda,2020,83563
A000000847,SUV,Tesla,2024,97873
A000000848,Electric,Chevrolet,2010,55027
A000000849,Van,Hyundai,1997,88556
A000000850,Sports Car,Honda,2021,92697
A000000851,SUV,Ford,2011,78563
A000000852,Pickup,Honda,2000,93815
A000000853,Hybrid,Audi,1992,67389
A000000854,Sports Car,Toyota,1999,91611
A000000855,Coupe,Ford,2012,78837
A000000856,Convertible,Honda,2020,83563
A000000857,SUV,Tesla,2024,97873
A000000858,Electric,Chevrolet,2010,55027
A000000859,Van,Hyundai,1997,88556
A000000860,Sports Car,Honda,2021,92697
A000000861,SUV,Ford,2011,78563
A000000862,Pickup,Honda,2000,93815
A000000863,Hybrid,Audi,1992,67389
A000000864,Sports Car,Toyota,1999,91611
A000000865,Coupe,Ford,2012,78837
A000000866,Convertible,Honda,2020,83563
A000000867,SUV,Tesla,2024,97873
A000000868,Electric,Chevrolet,2010,55027
A000000869,Van,Hyundai,1997,88556
A000000870,Sports Car,Honda,2021,92697
A000000871,SUV,Ford,2011,78563
A000000872,Pickup,Honda,2000,93815
A000000873,Hybrid,Audi,1992,67389
A000000874,Sports Car,Toyota,1999,91611
A000000875,Coupe,Ford,2012,78837
A000000876,Convertible,Honda,2020,83563
A000000877,SUV,Tesla,2024,97873
A000000878,Electric,Chevrolet,2010,55027
A000000879,Van,Hyundai,1997,88556
A000000880,Sports Car,Honda,2021,92697
A000000881,SUV,Ford,2011,78563
A000000882,Pickup,Honda,2000,93815
A000000883,Hybrid,Audi,1992,67389
A000000884,Sports Car,Toyota,1999,91611
A000000885,Coupe,Ford,2012,78837
A000000886,Convertible,Honda,2020,83563
A000000887,SUV,Tesla,2024,97873
A000000888,Electric,Chevrolet,2010,55027
A000000889,Van,Hyundai,1997,88556
A000000890,Sports Car,Honda,2021,92697
A000000891,SUV,Ford,2011,78563
A000000892,Pickup,Honda,2000,93815
A000000893,Hybrid,Audi,1992,67389
A000000894,Sports Car,Toyota,1999,91611
A000000895,Coupe,Ford,2012,78837
A000000896,Convertible,Honda,2020,83563
A000000897,SUV,Tesla,2024,97873
A000000898,Electric,Chevrolet,2010,55027
A000000899,Van,Hyundai,1997,88556
A000000900,Sports Car,Honda,2021,92697
A000000901,SUV,Ford,2011,78563
A000000902,Pickup,Honda,2000,93815
A000000903,Hybrid,Audi,1992,67389
A000000904,Sports Car,Toyota,1999,91611
A000000905,Coupe,Ford,2012,78837
A000000906,Convertible,Honda,2020,83563
A000000907,SUV,Tesla,2024,97873
A000000908,Electric,Chevrolet,2010,55027
A000000909,Van,Hyundai,1997,88556
A000000910,Sports Car,Honda,2021,92697
A000000911,SUV,Ford,2011,78563
A000000912,Pickup,Honda,2000,93815
A000000913,Hybrid,Audi,1992,67389
A000000914,Sports Car,Toyota,1999,91611
A000000915,Coupe,Ford,2012,78837
A000000916,Convertible,Honda,2020,83563
A000000917,SUV,Tesla,2024,97873
A000000918,Electric,Chevrolet,2010,55027
A000000919,Van,Hyundai,1997,88556
A000000920,Sports Car,Honda,2021,92697
A000000921,SUV,Ford,2011,78563
A000000922,Pickup,Honda,2000,93815
A000000923,Hybrid,Audi,1992,67389
A000000924,Sports Car,Toyota,1999,91611
A000000925,Coupe,Ford,2012,78837
A000000926,Convertible,Honda,2020,83563
A000000927,SUV,Tesla,2024,97873
A000000928,Electric,Chevrolet,2010,55027
A000000929,Van,Hyundai,1997,88556
A000000930,Sports Car,Honda,2021,92697
A000000931,SUV,Ford,2011,78563
A000000932,Pickup,Honda,2000,93815
A000000933,Hybrid,Audi,1992,67389
A000000934,Sports Car,Toyota,1999,91611
A000000935,Coupe,Ford,2012,78837
A000000936,Convertible,Honda,2020,83563
A000000937,SUV,Tesla,2024,97873
A000000938,Electric,Chevrolet,2010,55027
A000000939,Van,Hyundai,1997,88556
A000000940,Sports Car,Honda,2021,92697
A000000941,SUV,Ford,2011,78563
A000000942,Pickup,Honda,2000,93815
A000000943,Hybrid,Audi,1992,67389
A000000944,Sports Car,Toyota,1999,91611
A000000945,Coupe,Ford,2012,78837
A000000946,Convertible,Honda,2020,83563
A000000947,SUV,Tesla,2024,97873
A000000948,Electric,Chevrolet,2010,55027
A000000949,Van,Hyundai,1997,88556
A000000950,Sports Car,Honda,2021,92697
A000000951,SUV,Ford,2011,78563
A000000952,Pickup,Honda,2000,93815
A000000953,Hybrid,Audi,1992,67389
A000000954,Sports Car,Toyota,1999,91611
A000000955,Coupe,Ford,2012,78837
A000000956,Convertible,Honda,2020,83563
A000000957,SUV,Tesla,2024,97873
A000000958,Electric,Chevrolet,2010,55027
A000000959,Van,Hyundai,1997,88556
A000000960,Sports Car,Honda,2021,92697
A000000961,SUV,Ford,2011,78563
A000000962,Pickup,Honda,2000,93815
A000000963,Hybrid,Audi,1992,67389
A000000964,Sports Car,Toyota,1999,91611
A000000965,Coupe,Ford,2012,78837
A000000966,Convertible,Honda,2020,83563
A000000967,SUV,Tesla,2024,97873
A000000968,Electric,Chevrolet,2010,55027
A000000969,Van,Hyundai,1997,88556
A000000970,Sports Car,Honda,2021,92697
A000000971,SUV,Ford,2011,78563
A000000972,Pickup,Honda,2000,93815
A000000973,Hybrid,Audi,1992,67389
A000000974,Sports Car,Toyota,1999,91611
A000000975,Coupe,Ford,2012,78837
A000000976,Convertible,Honda,2020,83563
A000000977,SUV,Tesla,2024,97873
A000000978,Electric,Chevrolet,2010,55027
A000000979,Van,Hyundai,1997,88556
A000000980,Sports Car,Honda,2021,92697
A000000981,SUV,Ford,2011,78563
A000000982,Pickup,Honda,2000,93815
A000000983,Hybrid,Audi,1992,67389
A000000984,Sports Car,Toyota,1999,91611
A000000985,Coupe,Ford,2012,78837
A000000986,Convertible,Honda,2020,83563
A000000987,SUV,Tesla,2024,97873
A000000988,Electric,Chevrolet,2010,55027
A000000989,Van,Hyundai,1997,88556
A000000990,Sports Car,Honda,2021,92697
A000000991,SUV,Ford,2011,78563
A000000992,Pickup,Honda,2000,93815
A000000993,Hybrid,Audi,1992,67389
A000000994,Sports Car,Toyota,1999,91611
A000000995,Coupe,Ford,2012,78837
A000000996,Convertible,Honda,2020,83563
A000000997,SUV,Tesla,2024,97873
A000000998,Electric,Chevrolet,2010,55027
A000000999,Van,Hyundai,1997,88556
A000001000,Sports Car,Honda,2021,92697
